FBgn_ID	Gene_Symbol	FBtr_ID	FBpp_ID
FBgn0037340	CG14671	FBtr0336763	FBpp0307739
FBgn0037341	CG12746	FBtr0078689	FBpp0078338
FBgn0037342	CG2931	FBtr0078753	FBpp0078402
FBgn0041191	Rheb	FBtr0078693	FBpp0078342
FBgn0023023	CRMP	FBtr0089685	FBpp0088627
FBgn0037344	CG2926	FBtr0078752	FBpp0078401
FBgn0037345	PolZ2	FBtr0078699	FBpp0078348
FBgn0014366	noi	FBtr0078751	FBpp0078400
FBgn0283535	Vha26	FBtr0346137	FBpp0311965
FBgn0250753	kra	FBtr0078744	FBpp0078393
FBgn0037347	SecS	FBtr0273377	FBpp0271885
FBgn0261004	asl	FBtr0078743	FBpp0078392
FBgn0017550	Rga	FBtr0078741	FBpp0078390
FBgn0019637	Atu	FBtr0078704	FBpp0078353
FBgn0044823	Spec2	FBtr0078739	FBpp0078388
FBgn0037350	Dph4	FBtr0113194	FBpp0112106
FBgn0037351	RpL13A	FBtr0078705	FBpp0078354
FBgn0051551	CG31551	FBtr0078706	FBpp0078355
FBgn0051549	CG31549	FBtr0078707	FBpp0078356
FBgn0037354	CG12171	FBtr0078708	FBpp0078357
FBgn0051546	CG31546	FBtr0078737	FBpp0078386
FBgn0051548	CG31548	FBtr0078736	FBpp0078385
FBgn0037356	CG12170	FBtr0078709	FBpp0078358
FBgn0027951	MTA1-like	FBtr0078733	FBpp0078382
FBgn0262125	Sec23	FBtr0078710	FBpp0078359
FBgn0037358	elm	FBtr0334953	FBpp0306969
FBgn0037359	MED27	FBtr0078712	FBpp0078361
FBgn0037360	CG2182	FBtr0078730	FBpp0078379
FBgn0046222	Wdr33	FBtr0078713	FBpp0078362
FBgn0010772	Xe7	FBtr0078728	FBpp0078377
FBgn0037363	Atg17	FBtr0078716	FBpp0078365
FBgn0037364	Rab23	FBtr0078727	FBpp0078376
FBgn0261261	plx	FBtr0302091	FBpp0291301
FBgn0037365	CG2104	FBtr0334950	FBpp0306966
FBgn0004878	cas	FBtr0078725	FBpp0078374
FBgn0037368	Amus	FBtr0078720	FBpp0078369
FBgn0037369	CG2100	FBtr0301574	FBpp0290789
FBgn0037370	CG1236	FBtr0078721	FBpp0078370
FBgn0037371	Sym	FBtr0078723	FBpp0078372
FBgn0027497	Madm	FBtr0347493	FBpp0312573
FBgn0037372	Dcps	FBtr0078678	FBpp0078327
FBgn0266672	Sec8	FBtr0078677	FBpp0078326
FBgn0027608	CG2082	FBtr0306153	FBpp0297283
FBgn0037374	jagn	FBtr0078624	FBpp0078273
FBgn0037375	kat-60L1	FBtr0078627	FBpp0078276
FBgn0037376	Hat1	FBtr0078669	FBpp0078318
FBgn0028690	Rpn5	FBtr0078629	FBpp0078278
FBgn0037377	Hpf1	FBtr0078630	FBpp0078279
FBgn0037378	PSMG1	FBtr0078668	FBpp0078317
FBgn0037379	CG10979	FBtr0335518	FBpp0307486
FBgn0263353	dths	FBtr0308953	FBpp0301052
FBgn0261561	CG42675	FBtr0303165	FBpp0292264
FBgn0037382	Hpr1	FBtr0078667	FBpp0078316
FBgn0284081	CG46303	FBtr0452097	FBpp0402852
FBgn0037383	Sec20	FBtr0078666	FBpp0078315
FBgn0037384	dgrn	FBtr0078638	FBpp0078287
FBgn0037385	glob3	FBtr0078640	FBpp0078289
FBgn0037386	CG1208	FBtr0113196	FBpp0112108
FBgn0037387	CG1213	FBtr0078642	FBpp0078291
FBgn0037388	CG14676	FBtr0078645	FBpp0078294
FBgn0029088	disp	FBtr0078665	FBpp0078314
FBgn0085316	CG34287	FBtr0112483	FBpp0111396
FBgn0028436	ECSIT	FBtr0078647	FBpp0078296
FBgn0037391	Gtpbp2	FBtr0078661	FBpp0078310
FBgn0083949	side-III	FBtr0110806	FBpp0110103
FBgn0040679	CG11373	FBtr0078657	FBpp0078306
FBgn0011281	Obp83a	FBtr0078656	FBpp0078305
FBgn0010403	Obp83b	FBtr0078655	FBpp0078304
FBgn0003261	Rm62	FBtr0309320	FBpp0301224
FBgn0037395	CG10280	FBtr0078648	FBpp0078297
FBgn0037396	CtsL3	FBtr0344315	FBpp0310707
FBgn0037398	CG15580	FBtr0078621	FBpp0078270
FBgn0037399	Or83c	FBtr0078620	FBpp0078269
FBgn0026077	Gasp	FBtr0112922	FBpp0111835
FBgn0046878	Obp83cd	FBtr0078584	FBpp0078233
FBgn0046876	Obp83ef	FBtr0078618	FBpp0078267
FBgn0046875	Obp83g	FBtr0078617	FBpp0078266
FBgn0037402	Vha14-2	FBtr0309512	FBpp0301285
FBgn0051559	CG31559	FBtr0078616	FBpp0078265
FBgn0037405	CG1077	FBtr0078587	FBpp0078236
FBgn0037406	Osi1	FBtr0078588	FBpp0078237
FBgn0037408	NPFR	FBtr0078590	FBpp0078239
FBgn0037409	Osi24	FBtr0078591	FBpp0078240
FBgn0037410	Osi2	FBtr0310413	FBpp0302561
FBgn0037411	Osi3	FBtr0310414	FBpp0302562
FBgn0037412	Osi4	FBtr0078615	FBpp0078264
FBgn0037413	Osi5	FBtr0078595	FBpp0078244
FBgn0027527	Osi6	FBtr0346344	FBpp0312061
FBgn0037414	Osi7	FBtr0078597	FBpp0078246
FBgn0037415	Osi8	FBtr0078598	FBpp0078247
FBgn0037416	Osi9	FBtr0078599	FBpp0078248
FBgn0286976	Osi10a	FBtr0475271	FBpp0423395
FBgn0286977	Osi10b	FBtr0475272	FBpp0423396
FBgn0037418	Osi11	FBtr0078614	FBpp0078263
FBgn0037419	Osi12	FBtr0078602	FBpp0078251
FBgn0037420	CG15597	FBtr0302305	FBpp0291511
FBgn0037421	CG15594	FBtr0078604	FBpp0078253
FBgn0037422	Osi13	FBtr0078605	FBpp0078254
FBgn0040279	Osi14	FBtr0078606	FBpp0078255
FBgn0037424	Osi15	FBtr0078607	FBpp0078256
FBgn0286874	CG46396	FBtr0475049	FBpp0423263
FBgn0051561	Osi16	FBtr0078608	FBpp0078257
FBgn0267690	CG46026	FBtr0347194	FBpp0312502
FBgn0051560	CG31560	FBtr0078609	FBpp0078258
FBgn0037427	Osi17	FBtr0334536	FBpp0306603
FBgn0037428	Osi18	FBtr0078611	FBpp0078260
FBgn0037429	Osi19	FBtr0081707	FBpp0081204
FBgn0037430	Osi20	FBtr0081708	FBpp0081205
FBgn0037431	CG17917	FBtr0081709	FBpp0081206
FBgn0037432	CG10298	FBtr0081710	FBpp0081207
FBgn0037433	CG17919	FBtr0081711	FBpp0081208
FBgn0261789	SmD2	FBtr0081737	FBpp0081234
FBgn0037435	CG18048	FBtr0081712	FBpp0081209
FBgn0037436	Hr83	FBtr0081713	FBpp0081210
FBgn0267698	Pak	FBtr0334544	FBpp0306611
FBgn0261641	CG42724	FBtr0303013	FBpp0292135
FBgn0037439	CG10286	FBtr0081717	FBpp0081214
FBgn0037440	CRAT	FBtr0347005	FBpp0312437
FBgn0260766	CG42564	FBtr0301268	FBpp0290483
FBgn0027514	CG1024	FBtr0332175	FBpp0304484
FBgn0260645	CG42537	FBtr0301001	FBpp0290223
FBgn0010282	TfIIFalpha	FBtr0081719	FBpp0081216
FBgn0037442	gzl	FBtr0081721	FBpp0081218
FBgn0037443	Dmtn	FBtr0289939	FBpp0288377
FBgn0264495	gpp	FBtr0303790	FBpp0292802
FBgn0037445	CG9727	FBtr0330193	FBpp0303226
FBgn0037446	Zif	FBtr0302383	FBpp0291578
FBgn0037447	Neurochondrin	FBtr0081729	FBpp0081226
FBgn0037448	CG15186	FBtr0308037	FBpp0300398
FBgn0037449	CG15185	FBtr0081675	FBpp0081175
FBgn0053202	dpr11	FBtr0336453	FBpp0307559
FBgn0046873	Pif2	FBtr0081676	FBpp0081176
FBgn0037454	CG1137	FBtr0081705	FBpp0081203
FBgn0037455	CG2336	FBtr0089748	FBpp0088689
FBgn0037456	CG1138	FBtr0081703	FBpp0081201
FBgn0051482	CG31482	FBtr0081679	FBpp0081179
FBgn0250846	glob2	FBtr0337024	FBpp0307953
FBgn0037460	sowi	FBtr0081701	FBpp0081199
FBgn0037461	CG15177	FBtr0081700	FBpp0081198
FBgn0037462	sunz	FBtr0081681	FBpp0081181
FBgn0051286	CG31286	FBtr0081682	FBpp0081182
FBgn0026565	Ass	FBtr0337022	FBpp0307951
FBgn0010355	Taf1	FBtr0081684	FBpp0081184
FBgn0026566	CG1307	FBtr0346140	FBpp0311968
FBgn0262801	twr	FBtr0081687	FBpp0081185
FBgn0024912	agt	FBtr0347362	FBpp0312542
FBgn0002522	lab	FBtr0081696	FBpp0081194
FBgn0000552	Edg84A	FBtr0081688	FBpp0081186
FBgn0004777	Ccp84Ag	FBtr0081689	FBpp0081187
FBgn0004778	Ccp84Af	FBtr0081695	FBpp0081193
FBgn0004779	Ccp84Ae	FBtr0081694	FBpp0081192
FBgn0004780	Ccp84Ad	FBtr0081690	FBpp0081188
FBgn0004781	Ccp84Ac	FBtr0081693	FBpp0081191
FBgn0004782	Ccp84Ab	FBtr0081692	FBpp0081190
FBgn0004783	Ccp84Aa	FBtr0081691	FBpp0081189
FBgn0051481	pb	FBtr0089276	FBpp0088333
FBgn0004054	zen2	FBtr0081671	FBpp0081171
FBgn0085326	CG34297	FBtr0112493	FBpp0111406
FBgn0004053	zen	FBtr0081670	FBpp0081170
FBgn0000166	bcd	FBtr0081664	FBpp0081164
FBgn0000071	Ama	FBtr0081618	FBpp0081135
FBgn0000439	Dfd	FBtr0081621	FBpp0081138
FBgn0003339	Scr	FBtr0081658	FBpp0089393
FBgn0001077	ftz	FBtr0081625	FBpp0081139
FBgn0260642	Antp	FBtr0081647	FBpp0081161
FBgn0287588	CG46458	FBtr0479860	FBpp0428196
FBgn0024289	Sord1	FBtr0081627	FBpp0081141
FBgn0026563	CG1979	FBtr0081628	FBpp0081142
FBgn0019828	dj	FBtr0089741	FBpp0088682
FBgn0037463	djl	FBtr0081631	FBpp0081145
FBgn0037464	Mst84B	FBtr0081633	FBpp0081147
FBgn0037465	CG1105	FBtr0081645	FBpp0081159
FBgn0037466	CG1965	FBtr0081634	FBpp0081148
FBgn0037467	Ufl1	FBtr0081643	FBpp0081157
FBgn0037468	CG1943	FBtr0334668	FBpp0306729
FBgn0010774	Ref1	FBtr0081642	FBpp0081156
FBgn0037469	Dpck	FBtr0081638	FBpp0081152
FBgn0037470	Tailor	FBtr0081640	FBpp0081154
FBgn0003884	alphaTub84B	FBtr0081639	FBpp0081153
FBgn0040670	e(y)2b	FBtr0344948	FBpp0311218
FBgn0261238	Alh	FBtr0081612	FBpp0081129
FBgn0014863	Mlp84B	FBtr0346967	FBpp0312428
FBgn0037472	CG10098	FBtr0081563	FBpp0081084
FBgn0037473	Elmod	FBtr0081611	FBpp0081128
FBgn0051248	CG31248	FBtr0081564	FBpp0081085
FBgn0051493	CG31493	FBtr0081566	FBpp0081086
FBgn0037475	Fer1	FBtr0081567	FBpp0089410
FBgn0037477	CG14610	FBtr0303197	FBpp0292295
FBgn0037478	CG2656	FBtr0081568	FBpp0081087
FBgn0250732	gfzf	FBtr0091512	FBpp0290855
FBgn0011020	Sas-4	FBtr0081569	FBpp0081088
FBgn0037481	MAGE	FBtr0081606	FBpp0081124
FBgn0002306	sas	FBtr0334884	FBpp0306905
FBgn0037482	CG10055	FBtr0081605	FBpp0081123
FBgn0086372	lap	FBtr0081572	FBpp0081091
FBgn0037483	CG14609	FBtr0346144	FBpp0311972
FBgn0250845	CG1288	FBtr0081604	FBpp0081122
FBgn0037485	CG14606	FBtr0081603	FBpp0081121
FBgn0037486	CG14605	FBtr0081601	FBpp0081119
FBgn0037487	thw	FBtr0303219	FBpp0292311
FBgn0037488	CG14607	FBtr0303218	FBpp0292310
FBgn0037489	Noc3	FBtr0081599	FBpp0081117
FBgn0037490	CG10053	FBtr0339734	FBpp0308784
FBgn0037491	CG1227	FBtr0081598	FBpp0081116
FBgn0037492	Dtwd2	FBtr0081577	FBpp0081096
FBgn0011282	Obp84a	FBtr0300016	FBpp0289293
FBgn0001112	Gld	FBtr0081596	FBpp0081114
FBgn0028400	Syt4	FBtr0081578	FBpp0081097
FBgn0267337	rn	FBtr0300518	FBpp0289745
FBgn0045843	RacGAP84C	FBtr0081580	FBpp0081099
FBgn0260713	CG42544	FBtr0301214	FBpp0290432
FBgn0037498	CG10029	FBtr0081591	FBpp0081110
FBgn0051496	CG31496	FBtr0479744	FBpp0428087
FBgn0051501	nxf4	FBtr0081583	FBpp0081102
FBgn0262982	CG43290	FBtr0306818	FBpp0297730
FBgn0037500	CG17944	FBtr0081590	FBpp0081109
FBgn0004175	Mst84Dd	FBtr0081588	FBpp0081107
FBgn0004174	Mst84Dc	FBtr0081587	FBpp0081106
FBgn0004173	Mst84Db	FBtr0081586	FBpp0081105
FBgn0004172	Mst84Da	FBtr0081584	FBpp0081103
FBgn0015770	MstProx	FBtr0081585	FBpp0081104
FBgn0261502	CG42650	FBtr0302394	FBpp0291589
FBgn0037501	Ir84a	FBtr0336955	FBpp0307898
FBgn0037502	wa-cup	FBtr0301649	FBpp0290863
FBgn0037503	CG14598	FBtr0081534	FBpp0081061
FBgn0037504	CG1142	FBtr0081559	FBpp0081082
FBgn0015569	alpha-Est10	FBtr0305910	FBpp0297077
FBgn0261508	CG42656	FBtr0302437	FBpp0291629
FBgn0015577	alpha-Est9	FBtr0302355	FBpp0291551
FBgn0037506	Mics1	FBtr0081554	FBpp0081078
FBgn0015576	alpha-Est8	FBtr0081553	FBpp0081077
FBgn0017456	Ubc84D	FBtr0081552	FBpp0081076
FBgn0015575	alpha-Est7	FBtr0081550	FBpp0081074
FBgn0015574	alpha-Est6	FBtr0081549	FBpp0081073
FBgn0015831	Rtnl2	FBtr0307276	FBpp0298277
FBgn0003885	alphaTub84D	FBtr0081538	FBpp0081062
FBgn0261393	alpha-Est5	FBtr0307274	FBpp0298275
FBgn0015572	alpha-Est4	FBtr0081546	FBpp0081070
FBgn0015571	alpha-Est3	FBtr0081545	FBpp0081069
FBgn0015570	alpha-Est2	FBtr0310421	FBpp0302569
FBgn0015568	alpha-Est1	FBtr0081544	FBpp0081068
FBgn0267105	CG45545	FBtr0346199	FBpp0312016
FBgn0083963	Nlg3	FBtr0333927	FBpp0306055
FBgn0051146	Nlg1	FBtr0081541	FBpp0081065
FBgn0037512	CG2616	FBtr0339179	FBpp0308320
FBgn0262899	CG43254	FBtr0306323	FBpp0297419
FBgn0037513	pyd3	FBtr0081780	FBpp0081276
FBgn0037514	CG10919	FBtr0081739	FBpp0081236
FBgn0037515	Sp7	FBtr0081740	FBpp0081237
FBgn0037516	CG11286	FBtr0081779	FBpp0081275
FBgn0042104	CG18747	FBtr0273255	FBpp0271763
FBgn0042102	CG18745	FBtr0081777	FBpp0081273
FBgn0042105	CG18748	FBtr0113344	FBpp0112256
FBgn0042103	CG18746	FBtr0081775	FBpp0081272
FBgn0037517	CG10086	FBtr0081744	FBpp0081241
FBgn0037518	CG2641	FBtr0081745	FBpp0081242
FBgn0042101	CG18744	FBtr0114516	FBpp0113008
FBgn0037519	CG3014	FBtr0344624	FBpp0310945
FBgn0037520	CG18268	FBtr0081772	FBpp0081269
FBgn0037521	CG2993	FBtr0331691	FBpp0304080
FBgn0051472	sgll	FBtr0081747	FBpp0081244
FBgn0051473	CG31473	FBtr0081749	FBpp0081246
FBgn0085413	CG34384	FBtr0304918	FBpp0293457
FBgn0037525	CG17816	FBtr0113202	FBpp0112114
FBgn0037526	ArgRS-m	FBtr0333826	FBpp0305960
FBgn0037529	mRpS9	FBtr0081766	FBpp0081263
FBgn0260005	wtrw	FBtr0081753	FBpp0081250
FBgn0037530	EMC1	FBtr0339713	FBpp0308770
FBgn0024909	Taf7	FBtr0081756	FBpp0081253
FBgn0004901	Prat	FBtr0081764	FBpp0081261
FBgn0014930	Rfk	FBtr0081763	FBpp0081260
FBgn0014931	kipf	FBtr0304703	FBpp0293246
FBgn0037531	CG10445	FBtr0304704	FBpp0293247
FBgn0002542	lds	FBtr0081758	FBpp0081255
FBgn0000504	dsx	FBtr0081759	FBpp0081256
FBgn0037533	CD98hc	FBtr0331342	FBpp0303760
FBgn0010401	Os-C	FBtr0300320	FBpp0289548
FBgn0259974	Sfp84E	FBtr0300322	FBpp0289550
FBgn0037534	Elovl7	FBtr0081823	FBpp0081313
FBgn0037535	PIG-H	FBtr0335224	FBpp0307211
FBgn0266598	Kmn2	FBtr0301216	FBpp0290434
FBgn0037536	CG2698	FBtr0308076	FBpp0300419
FBgn0037537	Ar5	FBtr0081822	FBpp0081312
FBgn0040524	CG11052	FBtr0308077	FBpp0300420
FBgn0037538	CG3223	FBtr0081785	FBpp0081281
FBgn0037539	CG10435	FBtr0081820	FBpp0081310
FBgn0037540	Pbp95	FBtr0081786	FBpp0081282
FBgn0037541	Heatr5	FBtr0081817	FBpp0081307
FBgn0001255	ImpE3	FBtr0310412	FBpp0302560
FBgn0037543	CG10903	FBtr0310411	FBpp0302559
FBgn0037544	CG11035	FBtr0347360	FBpp0312540
FBgn0288846	unc-45	FBtr0347497	FBpp0312575
FBgn0262362	CG43060	FBtr0304643	FBpp0293185
FBgn0263596	CG43618	FBtr0309894	FBpp0301628
FBgn0262363	CG43061	FBtr0304645	FBpp0293187
FBgn0037546	mAChR-B	FBtr0081789	FBpp0081285
FBgn0037547	CG7910	FBtr0081790	FBpp0081286
FBgn0037548	CG7900	FBtr0113204	FBpp0112116
FBgn0243512	puc	FBtr0081792	FBpp0081288
FBgn0037549	CG7878	FBtr0113205	FBpp0112117
FBgn0037550	CG9667	FBtr0081815	FBpp0081305
FBgn0037551	Arl8	FBtr0339724	FBpp0308780
FBgn0001138	grn	FBtr0081808	FBpp0081304
FBgn0261290	CheA84a	FBtr0091780	FBpp0091039
FBgn0037552	CG7800	FBtr0081795	FBpp0081291
FBgn0037553	CG18249	FBtr0300896	FBpp0290118
FBgn0037554	PolI	FBtr0339606	FBpp0308676
FBgn0037555	Ada2b	FBtr0334315	FBpp0306430
FBgn0037556	CG9636	FBtr0081806	FBpp0081302
FBgn0064126	CG33722	FBtr0345322	FBpp0311482
FBgn0042182	CG18749	FBtr0345323	FBpp0311483
FBgn0040528	CG15864	FBtr0300372	FBpp0289601
FBgn0260386	mtg	FBtr0310080	FBpp0301781
FBgn0010173	RPA1	FBtr0081867	FBpp0081356
FBgn0014861	Mcm2	FBtr0081827	FBpp0081317
FBgn0037561	CG9630	FBtr0081866	FBpp0081355
FBgn0010433	ato	FBtr0081828	FBpp0081318
FBgn0037562	Nazo	FBtr0081829	FBpp0081319
FBgn0037563	CG11672	FBtr0081865	FBpp0081354
FBgn0051464	CG31464	FBtr0306804	FBpp0297716
FBgn0051463	CG31463	FBtr0081831	FBpp0081321
FBgn0037565	CG9626	FBtr0306805	FBpp0297717
FBgn0037566	mRpL1	FBtr0081832	FBpp0081322
FBgn0265351	Gfr	FBtr0081863	FBpp0081352
FBgn0265101	Sgt1	FBtr0081862	FBpp0081351
FBgn0037569	tex	FBtr0081861	FBpp0081350
FBgn0037570	CG11693	FBtr0081860	FBpp0081349
FBgn0037571	CG11694	FBtr0081859	FBpp0081348
FBgn0037572	CG11698	FBtr0081833	FBpp0081323
FBgn0037573	CG7483	FBtr0081834	FBpp0081324
FBgn0037574	Coq2	FBtr0081858	FBpp0081347
FBgn0062412	Ctr1B	FBtr0081835	FBpp0081325
FBgn0003129	Poxm	FBtr0111026	FBpp0110325
FBgn0037576	Or85a	FBtr0081836	FBpp0081326
FBgn0037577	CG7443	FBtr0081837	FBpp0081327
FBgn0040529	COX7A	FBtr0081855	FBpp0081344
FBgn0004908	Arl2	FBtr0081838	FBpp0081328
FBgn0037578	PNKP	FBtr0081854	FBpp0081343
FBgn0037579	COX7AL	FBtr0081839	FBpp0081329
FBgn0037580	DppIII	FBtr0081840	FBpp0081330
FBgn0037581	CG7352	FBtr0302314	FBpp0291520
FBgn0261108	Atg13	FBtr0081843	FBpp0081333
FBgn0020249	stck	FBtr0081844	FBpp0081334
FBgn0037583	Veneno	FBtr0081853	FBpp0081342
FBgn0037584	CG7963	FBtr0301759	FBpp0290973
FBgn0266801	CG45263	FBtr0345458	FBpp0311576
FBgn0037589	Obp85a	FBtr0445396	FBpp0401564
FBgn0037590	Or85b	FBtr0081900	FBpp0081383
FBgn0037591	Or85c	FBtr0081899	FBpp0081382
FBgn0037592	CG11737	FBtr0081869	FBpp0081358
FBgn0051454	CG31454	FBtr0081870	FBpp0081359
FBgn0051259	CG31259	FBtr0344341	FBpp0310722
FBgn0040531	CG11741	FBtr0112769	FBpp0111681
FBgn0037594	Or85d	FBtr0081872	FBpp0081361
FBgn0051453	pch2	FBtr0339330	FBpp0308430
FBgn0051450	mRpS18A	FBtr0081897	FBpp0081380
FBgn0051460	CG31460	FBtr0339327	FBpp0308428
FBgn0266916	Cenp-C	FBtr0089973	FBpp0088911
FBgn0261929	5-HT2B	FBtr0339322	FBpp0308426
FBgn0026399	Or85e	FBtr0310300	FBpp0301983
FBgn0037601	Cyp313b1	FBtr0344337	FBpp0310719
FBgn0024326	Mkk4	FBtr0334320	FBpp0306434
FBgn0037602	SLIRP2	FBtr0081878	FBpp0081367
FBgn0000447	Dhod	FBtr0300442	FBpp0289671
FBgn0037603	Sys1	FBtr0334317	FBpp0306431
FBgn0259992	CG42489	FBtr0304002	FBpp0292971
FBgn0263231	bel	FBtr0334319	FBpp0306433
FBgn0086679	p	FBtr0347576	FBpp0312607
FBgn0037606	CG8032	FBtr0334318	FBpp0306432
FBgn0037607	Tkt	FBtr0081881	FBpp0081370
FBgn0037608	mRpL19	FBtr0081901	FBpp0081384
FBgn0037609	Unc50	FBtr0081953	FBpp0081434
FBgn0037611	CG11755	FBtr0337072	FBpp0307997
FBgn0037610	CG8043	FBtr0081902	FBpp0081385
FBgn0053325	CG33325	FBtr0307515	FBpp0300170
FBgn0265158	CG44227	FBtr0337075	FBpp0308000
FBgn0001180	hb	FBtr0081950	FBpp0081431
FBgn0037613	Cks85A	FBtr0305339	FBpp0293882
FBgn0037612	CG8112	FBtr0305337	FBpp0293880
FBgn0037614	TMEM216	FBtr0300543	FBpp0289770
FBgn0037615	CG11760	FBtr0081907	FBpp0081390
FBgn0037616	CG8136	FBtr0081908	FBpp0081391
FBgn0037617	nom	FBtr0346112	FBpp0311941
FBgn0037618	ouib	FBtr0081912	FBpp0081395
FBgn0037619	CG8159	FBtr0301194	FBpp0290412
FBgn0037620	ranshi	FBtr0081948	FBpp0081429
FBgn0037621	M1BP	FBtr0081947	FBpp0081428
FBgn0037622	CG8202	FBtr0081914	FBpp0081397
FBgn0037623	CG9801	FBtr0081944	FBpp0081426
FBgn0037624	Nasp	FBtr0081915	FBpp0081398
FBgn0037625	CG11768	FBtr0308890	FBpp0301017
FBgn0083971	CG34135	FBtr0308891	FBpp0301018
FBgn0037626	CG8236	FBtr0081916	FBpp0081399
FBgn0037627	CG13318	FBtr0081942	FBpp0081424
FBgn0085330	CG34301	FBtr0112497	FBpp0111410
FBgn0261015	Pif1A	FBtr0332501	FBpp0304777
FBgn0046874	Pif1B	FBtr0332504	FBpp0304780
FBgn0053191	CG33191	FBtr0081941	FBpp0081423
FBgn0053189	CG33189	FBtr0081940	FBpp0081422
FBgn0037630	Ir85a	FBtr0081917	FBpp0081400
FBgn0037632	CCT7	FBtr0081918	FBpp0081401
FBgn0037633	CG9839	FBtr0334332	FBpp0306440
FBgn0037634	hng2	FBtr0081919	FBpp0081402
FBgn0037635	CG9837	FBtr0309098	FBpp0301106
FBgn0286516	aqz	FBtr0334659	FBpp0306721
FBgn0040532	CG8369	FBtr0081920	FBpp0081403
FBgn0037637	IscU	FBtr0081930	FBpp0081412
FBgn0037638	CG8379	FBtr0081921	FBpp0081404
FBgn0262614	pyd	FBtr0305301	FBpp0293844
FBgn0003015	osk	FBtr0081954	FBpp0081435
FBgn0037643	ScsbetaA	FBtr0081957	FBpp0081437
FBgn0037644	CG11964	FBtr0082015	FBpp0081493
FBgn0286204	ich	FBtr0082014	FBpp0081492
FBgn0037646	CAHbeta	FBtr0081958	FBpp0081438
FBgn0037647	RagA-B	FBtr0082013	FBpp0081491
FBgn0027503	CG11970	FBtr0346139	FBpp0311967
FBgn0260243	E(var)3-9	FBtr0082012	FBpp0081490
FBgn0037648	CG11975	FBtr0336753	FBpp0307729
FBgn0051100	Glug	FBtr0336756	FBpp0307732
FBgn0037650	CG11977	FBtr0300742	FBpp0289966
FBgn0037652	CG11980	FBtr0081962	FBpp0081442
FBgn0026380	Prosbeta3	FBtr0082010	FBpp0081488
FBgn0037653	Iru	FBtr0081965	FBpp0081445
FBgn0037654	CG11983	FBtr0081966	FBpp0081446
FBgn0037655	Kcmf1	FBtr0300743	FBpp0289967
FBgn0040534	Sf3b5	FBtr0082006	FBpp0081484
FBgn0037656	CG11986	FBtr0081967	FBpp0081447
FBgn0264075	tgo	FBtr0082005	FBpp0081483
FBgn0002932	neur	FBtr0082001	FBpp0081479
FBgn0037657	hyx	FBtr0300415	FBpp0289644
FBgn0010222	Nmdmc	FBtr0081996	FBpp0081476
FBgn0014018	Rel	FBtr0089338	FBpp0088375
FBgn0028708	Mst85C	FBtr0336757	FBpp0307733
FBgn0037659	Kdm2	FBtr0300691	FBpp0289915
FBgn0037660	beag	FBtr0081995	FBpp0081475
FBgn0037661	Ada	FBtr0081971	FBpp0081451
FBgn0003165	pum	FBtr0333667	FBpp0305823
FBgn0037662	CG11997	FBtr0081972	FBpp0081452
FBgn0000412	D1	FBtr0081987	FBpp0081467
FBgn0260935	Vps15	FBtr0081986	FBpp0081466
FBgn0037664	CG8420	FBtr0333190	FBpp0305392
FBgn0037665	St2	FBtr0346096	FBpp0311929
FBgn0037667	CG16734	FBtr0302133	FBpp0291343
FBgn0037668	CG16736	FBtr0081985	FBpp0081465
FBgn0037669	Ibf2	FBtr0081984	FBpp0081464
FBgn0037670	Ibf1	FBtr0081977	FBpp0081457
FBgn0037671	ATP6AP2	FBtr0081978	FBpp0081458
FBgn0037672	sage	FBtr0346321	FBpp0312049
FBgn0010803	TrpRS	FBtr0081981	FBpp0081461
FBgn0285911	Vps16A	FBtr0081979	FBpp0081459
FBgn0037676	CG8861	FBtr0301210	FBpp0290428
FBgn0037675	HP1e	FBtr0082016	FBpp0081494
FBgn0037677	CG12951	FBtr0082058	FBpp0081536
FBgn0037678	CG16749	FBtr0082057	FBpp0081535
FBgn0037679	Aduk	FBtr0082055	FBpp0081533
FBgn0037680	pasi2	FBtr0082017	FBpp0081495
FBgn0266410	drn	FBtr0344365	FBpp0310738
FBgn0263750	CG43675	FBtr0344372	FBpp0310745
FBgn0037683	CG18473	FBtr0082025	FBpp0081503
FBgn0037684	Srr	FBtr0082026	FBpp0081504
FBgn0000723	FER	FBtr0082051	FBpp0081529
FBgn0037685	Or85f	FBtr0082028	FBpp0081506
FBgn0083953	CG34117	FBtr0110817	FBpp0110114
FBgn0037686	RpL34b	FBtr0082049	FBpp0081527
FBgn0037687	CG8132	FBtr0082029	FBpp0081507
FBgn0037688	CG9356	FBtr0082047	FBpp0081525
FBgn0037689	CG8135	FBtr0082030	FBpp0081508
FBgn0260237	BBIP1	FBtr0300646	FBpp0289871
FBgn0265201	CG44261	FBtr0339175	FBpp0308317
FBgn0003889	betaTub85D	FBtr0082046	FBpp0081524
FBgn0037690	Task7	FBtr0082045	FBpp0081523
FBgn0011740	alpha-Man-IIa	FBtr0082031	FBpp0081509
FBgn0261552	ps	FBtr0302692	FBpp0291832
FBgn0037696	GstZ1	FBtr0082044	FBpp0081522
FBgn0037697	GstZ2	FBtr0082041	FBpp0081519
FBgn0037698	CG16779	FBtr0331349	FBpp0303767
FBgn0043791	phu	FBtr0082060	FBpp0081538
FBgn0014380	RhoL	FBtr0082124	FBpp0081602
